Date,URL
"2017-10-21, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-21
"2017-10-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-22
"2017-10-23, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-23
"2017-10-24, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-24
"2017-10-31, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-20
"2017-11-03, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-11-3
"2018-01-21, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-1-21
"2018-02-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-2-2
"2018-02-26, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-2-26
"2018-03-07, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-3-7
"2018-04-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-4-27
"2018-04-28, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-4-28
"2018-05-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-5-2
"2018-05-04, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-5-4
"2018-06-23, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-6-23
"2018-07-24, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-7-24
"2018-09-19, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-9-19
"2018-09-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-9-20
"2018-09-30, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-9-20
"2018-11-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-11-20
"2018-11-30, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-11-20
"2018-12-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-12-2
"2018-12-10, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2018-12-10
